CdStationMesureEauxSurface;LbStationMesureEauxSurface;CdPointEauxSurf;DateDebutOperationPrelBio;CdSupport;LbSupport;DtProdResultatBiologique;HeureResultat;CdParametreResultatBiologique;LbLongParametre;ResIndiceResultatBiologique;CdUniteMesure;SymUniteMesure;CdRqIndiceResultatBiologique;MnemoRqAna;CdMethEval;RefOperationPrelBio;CdProducteur;NomProducteur;CdAccredRsIndiceResultatBiologique;MnAccredRsIndiceResultatBiologique
3081001;LE RUISSEAU DE RUNGIS A FRESNES 1;003;2021-06-15;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;20220628081120-HB-518495;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF);1;Analyse réalisée sous accréditation
3081001;LE RUISSEAU DE RUNGIS A FRESNES 1;003;2021-06-15;13;Macroinvertébrés aquatiques;;;8050;Nombre de taxons contributifs de l'I2M2;18;214;n;1;Résultat > seuil de quantification et < au seuil de saturation;;20220628081120-HB-518495;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF);1;Analyse réalisée sous accréditation
3081001;LE RUISSEAU DE RUNGIS A FRESNES 1;003;2021-06-15;13;Macroinvertébrés aquatiques;;;8054;Métrique Richesse Taxonomique de l'I2M2;0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;20220628081120-HB-518495;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF);1;Analyse réalisée sous accréditation
3081001;LE RUISSEAU DE RUNGIS A FRESNES 1;003;2021-06-15;13;Macroinvertébrés aquatiques;;;8055;Métrique Ovoviviparite de l'I2M2;0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;20220628081120-HB-518495;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF);1;Analyse réalisée sous accréditation
3081001;LE RUISSEAU DE RUNGIS A FRESNES 1;003;2021-06-15;13;Macroinvertébrés aquatiques;;;8056;Métrique Polyvoltinisme de l'I2M2;0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;20220628081120-HB-518495;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF);1;Analyse réalisée sous accréditation
3081001;LE RUISSEAU DE RUNGIS A FRESNES 1;003;2021-06-15;13;Macroinvertébrés aquatiques;;;8057;Métrique ASPT de l'I2M2;0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;20220628081120-HB-518495;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF);1;Analyse réalisée sous accréditation
3081001;LE RUISSEAU DE RUNGIS A FRESNES 1;003;2021-06-15;13;Macroinvertébrés aquatiques;;;8058;Métrique Indice de Shannon de l'I2M2;0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;20220628081120-HB-518495;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF);1;Analyse réalisée sous accréditation
3081001;LE RUISSEAU DE RUNGIS A FRESNES 1;003;2024-08-29;13;Macroinvertébrés aquatiques;;;5910;"Indice dit ""équivalent"" (Phases A+B) de la méthode macroinvertébrés NF T90-333 ou protocole RCS antérieur";6;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;20250619155907-HB-601222;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;1;Analyse réalisée sous accréditation
3081001;LE RUISSEAU DE RUNGIS A FRESNES 1;003;2024-08-29;13;Macroinvertébrés aquatiques;;;6034;"Variété taxonomique de l'indice dit ""équivalent"" (Phases A+B) de la méthode macroinvertébrés NF T90-333 ou protocole RCS antérieur";14;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;20250619155907-HB-601222;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;1;Analyse réalisée sous accréditation
3081001;LE RUISSEAU DE RUNGIS A FRESNES 1;003;2024-08-29;13;Macroinvertébrés aquatiques;;;6035;"Groupe Faunistique Indicateur de l'indice dit ""équivalent"" (Phases A+B) de la méthode macroinvertébrés NF T90-333 ou protocole RCS antérieur";2;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;20250619155907-HB-601222;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;1;Analyse réalisée sous accréditation
3081001;LE RUISSEAU DE RUNGIS A FRESNES 1;003;2024-08-29;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.0184;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;20250619155907-HB-601222;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;1;Analyse réalisée sous accréditation
3081001;LE RUISSEAU DE RUNGIS A FRESNES 1;003;2024-08-29;13;Macroinvertébrés aquatiques;;;8050;Nombre de taxons contributifs de l'I2M2;16;214;n;1;Résultat > seuil de quantification et < au seuil de saturation;;20250619155907-HB-601222;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;1;Analyse réalisée sous accréditation
3081001;LE RUISSEAU DE RUNGIS A FRESNES 1;003;2024-08-29;13;Macroinvertébrés aquatiques;;;8054;Métrique Richesse Taxonomique de l'I2M2;0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;20250619155907-HB-601222;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;1;Analyse réalisée sous accréditation
3081001;LE RUISSEAU DE RUNGIS A FRESNES 1;003;2024-08-29;13;Macroinvertébrés aquatiques;;;8055;Métrique Ovoviviparite de l'I2M2;0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;20250619155907-HB-601222;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;1;Analyse réalisée sous accréditation
3081001;LE RUISSEAU DE RUNGIS A FRESNES 1;003;2024-08-29;13;Macroinvertébrés aquatiques;;;8056;Métrique Polyvoltinisme de l'I2M2;0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;20250619155907-HB-601222;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;1;Analyse réalisée sous accréditation
3081001;LE RUISSEAU DE RUNGIS A FRESNES 1;003;2024-08-29;13;Macroinvertébrés aquatiques;;;8057;Métrique ASPT de l'I2M2;0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;20250619155907-HB-601222;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;1;Analyse réalisée sous accréditation
3081001;LE RUISSEAU DE RUNGIS A FRESNES 1;003;2024-08-29;13;Macroinvertébrés aquatiques;;;8058;Métrique Indice de Shannon de l'I2M2;0.1079;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;20250619155907-HB-601222;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;1;Analyse réalisée sous accréditation
3081001;LE RUISSEAU DE RUNGIS A FRESNES 1;004;2010-08-12;10;Diatomées benthiques;;;1080;Indice Biologique Diatomées ancien;10.1;214;n;1;Résultat > seuil de quantification et < au seuil de saturation;;20180201135959-HB-17005;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;0;Inconnu
3081001;LE RUISSEAU DE RUNGIS A FRESNES 1;004;2010-08-12;10;Diatomées benthiques;;;5856;Indice Biologique Diatomées (IBD);12.7;214;n;1;Résultat > seuil de quantification et < au seuil de saturation;;20180201135959-HB-17005;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;0;Inconnu
3081001;LE RUISSEAU DE RUNGIS A FRESNES 1;004;2016-08-10;10;Diatomées benthiques;;;5856;Indice Biologique Diatomées (IBD);11.8;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;20180228165209-HB-19849;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;0;Inconnu
3081001;LE RUISSEAU DE RUNGIS A FRESNES 1;004;2016-08-10;10;Diatomées benthiques;;;6335;Variété taxonomique de l'IBD 2007;27;214;n;1;Résultat > seuil de quantification et < au seuil de saturation;;20180228165209-HB-19849;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;0;Inconnu
3081001;LE RUISSEAU DE RUNGIS A FRESNES 1;004;2016-09-01;10;Diatomées benthiques;;;5856;Indice Biologique Diatomées (IBD);11.5;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;20180228165209-HB-19850;0;Interlocuteur inconnu;0;Inconnu
3081001;LE RUISSEAU DE RUNGIS A FRESNES 1;004;2021-06-15;10;Diatomées benthiques;;;5856;Indice Biologique Diatomées (IBD);13.4;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;20220627161516-HB-518480;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF);1;Analyse réalisée sous accréditation
3081001;LE RUISSEAU DE RUNGIS A FRESNES 1;004;2024-08-29;10;Diatomées benthiques;;;5856;Indice Biologique Diatomées (IBD);13.1;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;20250619164059-HB-601312;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;1;Analyse réalisée sous accréditation
3081001;LE RUISSEAU DE RUNGIS A FRESNES 1;004;2024-08-29;10;Diatomées benthiques;;;8059;Nombre d'unités diatomiques contributives;400;214;n;1;Résultat > seuil de quantification et < au seuil de saturation;;20250619164059-HB-601312;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;1;Analyse réalisée sous accréditation
3081001;LE RUISSEAU DE RUNGIS A FRESNES 1;004;2024-08-29;10;Diatomées benthiques;;;8060;Nombre de taxons contributifs de l'IBD;24;214;n;1;Résultat > seuil de quantification et < au seuil de saturation;;20250619164059-HB-601312;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;1;Analyse réalisée sous accréditation
3112000;LA MARNE A JOINVILLE-LE-PONT 1;003;2010-08-03;13;Macroinvertébrés aquatiques;;;6951;Indice macroinvertébrés grands cours d'eau - 12 prélèvements;15;32;‰ vs SMOW;1;Résultat > seuil de quantification et < au seuil de saturation;;20180130180353-HB-7457;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;0;Inconnu
3112000;LA MARNE A JOINVILLE-LE-PONT 1;003;2010-08-03;13;Macroinvertébrés aquatiques;;;6955;Variété taxonomique macroinvertébrés grands cours d'eau - 12 prélèvements;37;214;n;1;Résultat > seuil de quantification et < au seuil de saturation;;20180130180353-HB-7457;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;0;Inconnu
3112000;LA MARNE A JOINVILLE-LE-PONT 1;003;2010-08-03;13;Macroinvertébrés aquatiques;;;6959;Groupe Faunistique Indicateur macroinvertébrés grands cours d'eau - 12 prélèvements;5;32;‰ vs SMOW;1;Résultat > seuil de quantification et < au seuil de saturation;;20180130180353-HB-7457;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;0;Inconnu
3112000;LA MARNE A JOINVILLE-LE-PONT 1;003;2012-08-07;13;Macroinvertébrés aquatiques;;;6951;Indice macroinvertébrés grands cours d'eau - 12 prélèvements;15;32;‰ vs SMOW;1;Résultat > seuil de quantification et < au seuil de saturation;;20180130180353-HB-7458;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;0;Inconnu
3112000;LA MARNE A JOINVILLE-LE-PONT 1;003;2012-08-07;13;Macroinvertébrés aquatiques;;;6955;Variété taxonomique macroinvertébrés grands cours d'eau - 12 prélèvements;38;214;n;1;Résultat > seuil de quantification et < au seuil de saturation;;20180130180353-HB-7458;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;0;Inconnu
3112000;LA MARNE A JOINVILLE-LE-PONT 1;003;2012-08-07;13;Macroinvertébrés aquatiques;;;6959;Groupe Faunistique Indicateur macroinvertébrés grands cours d'eau - 12 prélèvements;5;32;‰ vs SMOW;1;Résultat > seuil de quantification et < au seuil de saturation;;20180130180353-HB-7458;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;0;Inconnu
3112000;LA MARNE A JOINVILLE-LE-PONT 1;003;2020-08-27;13;Macroinvertébrés aquatiques;;;6951;Indice macroinvertébrés grands cours d'eau - 12 prélèvements;16;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;20210908103329-HB-498345;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;0;Inconnu
3112000;LA MARNE A JOINVILLE-LE-PONT 1;003;2020-08-27;13;Macroinvertébrés aquatiques;;;6955;Variété taxonomique macroinvertébrés grands cours d'eau - 12 prélèvements;37;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;20210908103329-HB-498345;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;0;Inconnu
3112000;LA MARNE A JOINVILLE-LE-PONT 1;003;2020-08-27;13;Macroinvertébrés aquatiques;;;6959;Groupe Faunistique Indicateur macroinvertébrés grands cours d'eau - 12 prélèvements;6;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;20210908103329-HB-498345;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;0;Inconnu
3112000;LA MARNE A JOINVILLE-LE-PONT 1;003;2023-08-03;13;Macroinvertébrés aquatiques;;;6951;Indice macroinvertébrés grands cours d'eau - 12 prélèvements;14;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;20240717112011-HB-578735;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;1;Analyse réalisée sous accréditation
3112000;LA MARNE A JOINVILLE-LE-PONT 1;003;2023-08-03;13;Macroinvertébrés aquatiques;;;6955;Variété taxonomique macroinvertébrés grands cours d'eau - 12 prélèvements;30;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;20240717112011-HB-578735;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;1;Analyse réalisée sous accréditation
3112000;LA MARNE A JOINVILLE-LE-PONT 1;003;2023-08-03;13;Macroinvertébrés aquatiques;;;6959;Groupe Faunistique Indicateur macroinvertébrés grands cours d'eau - 12 prélèvements;6;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;20240717112011-HB-578735;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;1;Analyse réalisée sous accréditation
3112000;LA MARNE A JOINVILLE-LE-PONT 1;003;2023-08-03;13;Macroinvertébrés aquatiques;;;8130;Nombre de taxons contributifs de MGCE 12 prélèvements;33;214;n;1;Résultat > seuil de quantification et < au seuil de saturation;;20240717112011-HB-578735;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;1;Analyse réalisée sous accréditation
3112000;LA MARNE A JOINVILLE-LE-PONT 1;003;2023-08-03;13;Macroinvertébrés aquatiques;;;8987;Indice Invertébrés Multimétrique - Cours d'eau profonds (I2M2_CEP);0.49;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;20240717112011-HB-578735;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;1;Analyse réalisée sous accréditation
3112000;LA MARNE A JOINVILLE-LE-PONT 1;003;2023-08-03;13;Macroinvertébrés aquatiques;;;8988;Métrique Ovoviviparite de l'I2M2_CEP;0.526;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;20240717112011-HB-578735;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;1;Analyse réalisée sous accréditation
3112000;LA MARNE A JOINVILLE-LE-PONT 1;003;2023-08-03;13;Macroinvertébrés aquatiques;;;8989;Métrique β-mesosaprobe de l'I2M2_CEP;0.193;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;20240717112011-HB-578735;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;1;Analyse réalisée sous accréditation
3112000;LA MARNE A JOINVILLE-LE-PONT 1;003;2023-08-03;13;Macroinvertébrés aquatiques;;;8990;Métrique aquatique, passive (Dispersion) de l'I2M2_CEP;0.696;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;20240717112011-HB-578735;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;1;Analyse réalisée sous accréditation
3112000;LA MARNE A JOINVILLE-LE-PONT 1;003;2023-08-03;13;Macroinvertébrés aquatiques;;;8991;Métrique de richesse relative des taxons (groupe B) pour l'I2M2_CEP;0.668;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;20240717112011-HB-578735;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;1;Analyse réalisée sous accréditation
3112000;LA MARNE A JOINVILLE-LE-PONT 1;003;2023-08-03;13;Macroinvertébrés aquatiques;;;8992;Métrique du niveau de spécialisation moyen en matière de ressources trophiques utilisées pour l'I2M2_CEP;0.338;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;20240717112011-HB-578735;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;1;Analyse réalisée sous accréditation
3112000;LA MARNE A JOINVILLE-LE-PONT 1;004;2010-08-12;10;Diatomées benthiques;;;1080;Indice Biologique Diatomées ancien;9.7;214;n;1;Résultat > seuil de quantification et < au seuil de saturation;;20180201135902-HB-14519;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;0;Inconnu
3112000;LA MARNE A JOINVILLE-LE-PONT 1;004;2010-08-12;10;Diatomées benthiques;;;5856;Indice Biologique Diatomées (IBD);12.3;214;n;1;Résultat > seuil de quantification et < au seuil de saturation;;20180201135902-HB-14519;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;0;Inconnu
3112000;LA MARNE A JOINVILLE-LE-PONT 1;004;2011-07-15;10;Diatomées benthiques;;;5856;Indice Biologique Diatomées (IBD);12.9;32;‰ vs SMOW;1;Résultat > seuil de quantification et < au seuil de saturation;;20180201135902-HB-14520;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;0;Inconnu
3112000;LA MARNE A JOINVILLE-LE-PONT 1;004;2012-08-07;10;Diatomées benthiques;;;5856;Indice Biologique Diatomées (IBD);14.1;32;‰ vs SMOW;1;Résultat > seuil de quantification et < au seuil de saturation;;20180201135902-HB-14521;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;0;Inconnu
3112000;LA MARNE A JOINVILLE-LE-PONT 1;004;2012-08-07;10;Diatomées benthiques;;;6335;Variété taxonomique de l'IBD 2007;54;214;n;1;Résultat > seuil de quantification et < au seuil de saturation;;20180201135902-HB-14521;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;0;Inconnu
3112000;LA MARNE A JOINVILLE-LE-PONT 1;004;2013-06-20;10;Diatomées benthiques;;;5856;Indice Biologique Diatomées (IBD);13.3;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;20180201135902-HB-14522;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF);0;Inconnu
3112000;LA MARNE A JOINVILLE-LE-PONT 1;004;2018-07-19;10;Diatomées benthiques;;;1022;Indice polluosensibilité spécifique (I.P.S.);14.2;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;20190327180827-HB-346466;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;0;Inconnu
3112000;LA MARNE A JOINVILLE-LE-PONT 1;004;2018-07-19;10;Diatomées benthiques;;;5856;Indice Biologique Diatomées (IBD);14.2;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;20190327180827-HB-346466;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;0;Inconnu
3112000;LA MARNE A JOINVILLE-LE-PONT 1;004;2018-07-19;10;Diatomées benthiques;;;6335;Variété taxonomique de l'IBD 2007;47;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;20190327180827-HB-346466;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;0;Inconnu
3112000;LA MARNE A JOINVILLE-LE-PONT 1;004;2020-08-11;10;Diatomées benthiques;;;5856;Indice Biologique Diatomées (IBD);14.6;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;20210630105503-HB-490853;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF);1;Analyse réalisée sous accréditation
3112000;LA MARNE A JOINVILLE-LE-PONT 1;004;2023-08-03;10;Diatomées benthiques;;;5856;Indice Biologique Diatomées (IBD);13.1;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;20240717100315-HB-578682;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;1;Analyse réalisée sous accréditation
3112000;LA MARNE A JOINVILLE-LE-PONT 1;004;2023-08-03;10;Diatomées benthiques;;;8059;Nombre d'unités diatomiques contributives;320;214;n;1;Résultat > seuil de quantification et < au seuil de saturation;;20240717100315-HB-578682;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;1;Analyse réalisée sous accréditation
3112000;LA MARNE A JOINVILLE-LE-PONT 1;004;2023-08-03;10;Diatomées benthiques;;;8060;Nombre de taxons contributifs de l'IBD;40;214;n;1;Résultat > seuil de quantification et < au seuil de saturation;;20240717100315-HB-578682;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;1;Analyse réalisée sous accréditation
3112088;LA MARNE A CHAMPIGNY-SUR-MARNE 1;005;2006-06-20;4;Poissons;2019-12-07;;7036;Indice Poisson Rivière (IPR);8.744613;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe1632eta2_SurfEchMc1250.00_SBVDKmc12600.00_DSrcKm500.00_LarMEauM80.00_PntCEPM0.10_ProfMStaM2.00_AltM33_TAir1C4.5_TAir7C20.2;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3112088;LA MARNE A CHAMPIGNY-SUR-MARNE 1;005;2006-06-20;4;Poissons;2019-12-07;;7644;Score de la métrique nombre total d’espèces (NTE);3.001171;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe1632eta2_SurfEchMc1250.00_SBVDKmc12600.00_DSrcKm500.00_LarMEauM80.00_PntCEPM0.10_ProfMStaM2.00_AltM33_TAir1C4.5_TAir7C20.2;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3112088;LA MARNE A CHAMPIGNY-SUR-MARNE 1;005;2006-06-20;4;Poissons;2019-12-07;;7743;Score de la métrique nombre d'espèces lithophiles (NEL);1.840268;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe1632eta2_SurfEchMc1250.00_SBVDKmc12600.00_DSrcKm500.00_LarMEauM80.00_PntCEPM0.10_ProfMStaM2.00_AltM33_TAir1C4.5_TAir7C20.2;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3112088;LA MARNE A CHAMPIGNY-SUR-MARNE 1;005;2006-06-20;4;Poissons;2019-12-07;;7744;Score de la métrique nombre d'espèces rhéophiles (NER);2.835196;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe1632eta2_SurfEchMc1250.00_SBVDKmc12600.00_DSrcKm500.00_LarMEauM80.00_PntCEPM0.10_ProfMStaM2.00_AltM33_TAir1C4.5_TAir7C20.2;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3112088;LA MARNE A CHAMPIGNY-SUR-MARNE 1;005;2006-06-20;4;Poissons;2019-12-07;;7745;Score de la métrique densité d'individus invertivores (DII);0.188943;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe1632eta2_SurfEchMc1250.00_SBVDKmc12600.00_DSrcKm500.00_LarMEauM80.00_PntCEPM0.10_ProfMStaM2.00_AltM33_TAir1C4.5_TAir7C20.2;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3112088;LA MARNE A CHAMPIGNY-SUR-MARNE 1;005;2006-06-20;4;Poissons;2019-12-07;;7746;Score de la métrique densité d'individus omnivores (DIO);0.309413;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe1632eta2_SurfEchMc1250.00_SBVDKmc12600.00_DSrcKm500.00_LarMEauM80.00_PntCEPM0.10_ProfMStaM2.00_AltM33_TAir1C4.5_TAir7C20.2;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3112088;LA MARNE A CHAMPIGNY-SUR-MARNE 1;005;2006-06-20;4;Poissons;2019-12-07;;7786;Score de la métrique densité d'individus tolérants (DIT);0.528962;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe1632eta2_SurfEchMc1250.00_SBVDKmc12600.00_DSrcKm500.00_LarMEauM80.00_PntCEPM0.10_ProfMStaM2.00_AltM33_TAir1C4.5_TAir7C20.2;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3112088;LA MARNE A CHAMPIGNY-SUR-MARNE 1;005;2006-06-20;4;Poissons;2019-12-07;;7787;Score de la métrique densité totale d'individus (DTI);0.040661;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe1632eta2_SurfEchMc1250.00_SBVDKmc12600.00_DSrcKm500.00_LarMEauM80.00_PntCEPM0.10_ProfMStaM2.00_AltM33_TAir1C4.5_TAir7C20.2;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3112088;LA MARNE A CHAMPIGNY-SUR-MARNE 1;005;2007-06-27;4;Poissons;2021-08-30;;7036;Indice Poisson Rivière (IPR);9.735433;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe1778eta2_SurfEchMc1250.0_SBVDKmc12731.7_DSrcKm500.0_LarMEauM60.0_PntCEPM0.1_ProfMStaM3.5_AltM33_TAir1C4.5_TAir7C20.2;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3112088;LA MARNE A CHAMPIGNY-SUR-MARNE 1;005;2007-06-27;4;Poissons;2021-08-30;;7644;Score de la métrique nombre total d’espèces (NTE);2.767584;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe1778eta2_SurfEchMc1250.0_SBVDKmc12731.7_DSrcKm500.0_LarMEauM60.0_PntCEPM0.1_ProfMStaM3.5_AltM33_TAir1C4.5_TAir7C20.2;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
