CdStationMesureEauxSurface;LbStationMesureEauxSurface;CdPointEauxSurf;CdSupport;LbSupport;CdMethode;NomLongMethodePrel;DateDebutOperationPrelBio;HeureDebutOperationPrelBio;DateFinOperationPrelbio;HeureFinOperationPrelBio;CdProducteur;NomProducteur;CdPreleveur;NomPreleveur;CdDeterminateur;NomDéterminateur;CodeSandreRdd;NomRdd;CdStatutResBioOperationPrelBio;MnemoStatutResBioOperationPrelBio;CdQualResBioOperationPrelBio;LbQualResBioOperationPrelBio;RefOperationPrelBio;ObjOperationPrelBio;LongProspecOperationPrelBio;LargeurMoyLameEauOperationPrelBio;HMoyLamOperationPrelBio;SurfTotProspecteeOperationPrelBio
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;1124;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche partielle par points;2021-08-26;12:05:00;2021-08-26;12:38:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);41958978300036;HYDROSPHERE;41958978300036;HYDROSPHERE;0600000418;Réseau de suivi local des opérations de restauration hydromorphologique sur l'Allaine (90);1;Donnée brute;1;Correcte;Aspe87202eta2_SurfEchMc1250.0_SBVDKmc33101.0_DSrcKm411.0_LarMEauM128.0_PntCEPM0.1_ProfMStaM3.36_AltM32_TAir1C4.5_TAir7C20.4;Echantillonnag.Ichtyofaun;1400.0;128.00;3.36;1250.00
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;1124;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche partielle par points;2006-06-14;08:30:00;2006-06-14;09:36:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25);1;Donnée brute;1;Correcte;Aspe1635eta2_SurfEchMc1250.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM120.00_PntCEPM0.10_ProfMStaM3.25_AltM29_TAir1C4.5_TAir7C20.4;Echantillonnag.Ichtyofaun;2200.0;120.00;3.25;1250.00
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;726;Macroinvertébrés : Protocole expérimental d'échantillonnage en cours d'eau profond 2009 + Traitement au laboratoire selon XP T90-388 Juin 2010;2018-08-04;12:44:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);0300000207;Réseau de gestion des eaux superficielles de la DRIF;1;Donnée brute;0;Qualification non definissable;20190327181321-HB-346668;;;;;
3063000;LA SEINE A ABLON-SUR-SEINE 2;004;10;Diatomées benthiques;1009;Qualité de l'eau - Échantillonnage, traitement et analyse de diatomées benthiques en cours d'eau et canaux (NF T90-354 Avril 2016);2024-06-18;09:57:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);0300000207;Réseau de gestion des eaux superficielles de la DRIF;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;20250619164042-HB-601288;;;135;;
3063000;LA SEINE A ABLON-SUR-SEINE 2;008;11;Phytoplancton;0;Méthode inconnue;2020-09-07;14:19:00;2020-09-07;14:39:23;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);;;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;20220104120757-HB-505756;;;;;
3079622;LE RÉVEILLON A VILLECRESNES 2;005;4;Poissons;1196;Poissons - Échantillonnage à l'électricité - Pêche par ambiances;1999-04-14;14:00:00;1999-04-14;14:38:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25);1;Donnée brute;4;Non qualifié;Aspe939eta1_1999-04-14_14:00:00_03079622;Echantillonnag.Ichtyofaun;130.0;5.00;0.80;285.00
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;0;Méthode inconnue;2011-09-07;00:00:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);;;1;Donnée brute;0;Qualification non definissable;20180130180112-HB-6663;;600;150;;
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;1124;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche partielle par points;2009-06-24;00:00:00;2009-06-24;00:45:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000418/0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25)/Réseau de suivi local des opérations de restauration hydromorphologique sur l'Allaine (90);1;Donnée brute;1;Correcte;Aspe2016eta2_SurfEchMc1250.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM138.00_PntCEPM0.10_ProfMStaM3.10_AltM29_TAir1C4.5_TAir7C20.4;Echantillonnag.Ichtyofaun;1400.0;138.00;3.10;1250.00
3079622;LE RÉVEILLON A VILLECRESNES 2;007;27;Macrophytes;455;Qualité de l'eau - Détermination de l'indice biologique macrophytique en rivière (IBMR) (NF T90-395 Octobre 2003);2016-08-17;08:00:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);0300000207;Réseau de gestion des eaux superficielles de la DRIF;1;Donnée brute;0;Qualification non definissable;20180228170042-HB-20869;;100;;;
3080660;LA SEINE A ALFORTVILLE 3;003;13;Macroinvertébrés aquatiques;726;Macroinvertébrés : Protocole expérimental d'échantillonnage en cours d'eau profond 2009 + Traitement au laboratoire selon XP T90-388 Juin 2010;2022-08-23;12:58:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);0300000207;Réseau de gestion des eaux superficielles de la DRIF;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;20230704161838-HB-550183;;725;116.5;;
3079622;LE RÉVEILLON A VILLECRESNES 2;007;27;Macrophytes;455;Qualité de l'eau - Détermination de l'indice biologique macrophytique en rivière (IBMR) (NF T90-395 Octobre 2003);2014-08-04;00:00:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);;;1;Donnée brute;0;Qualification non definissable;20180130183006-HB-11002;;100;;;
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;1124;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche partielle par points;2022-08-08;13:15:00;2022-08-08;13:48:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);41958978300036;HYDROSPHERE;41958978300036;HYDROSPHERE;0600000418/0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25)/Réseau de suivi local des opérations de restauration hydromorphologique sur l'Allaine (90);1;Donnée brute;1;Correcte;Aspe88853eta2_SurfEchMc1250.0_SBVDKmc33101.0_DSrcKm411.0_LarMEauM127.0_PntCEPM0.1_ProfMStaM3.21_AltM32_TAir1C4.5_TAir7C20.4;Echantillonnag.Ichtyofaun;1400.0;127.00;3.21;1250.00
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;0;Méthode inconnue;2014-07-16;00:00:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);;;1;Donnée brute;0;Qualification non definissable;20180130180112-HB-6667;;600;150;;
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;1124;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche partielle par points;2025-09-29;12:45:00;2025-09-29;13:18:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);41958978300036;HYDROSPHERE;41958978300036;HYDROSPHERE;0600000418/0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25)/Réseau de suivi local des opérations de restauration hydromorphologique sur l'Allaine (90);1;Donnée brute;1;Correcte;Aspe95589eta2_SurfEchMc1250.0_SBVDKmc33101.0_DSrcKm411.0_LarMEauM130.0_PntCEPM0.1_ProfMStaM3.6_AltM32_TAir1C4.5_TAir7C20.4;Echantillonnag.Ichtyofaun;1400.0;130.00;3.60;1250.00
3079622;LE RÉVEILLON A VILLECRESNES 2;005;4;Poissons;1130;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche complète à un ou plusieurs passages;2015-08-13;14:00:00;2015-08-13;15:30:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);51859358700042;PINGAT ENVIRONNEMENT & MILIEUX AQUATIQUES;51859358700042;PINGAT ENVIRONNEMENT & MILIEUX AQUATIQUES;0600000418/0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25)/Réseau de suivi local des opérations de restauration hydromorphologique sur l'Allaine (90);1;Donnée brute;2;Incorrecte;Aspe4980eta1_2015-08-13_14:00:00_03079622;Echantillonnag.Ichtyofaun;110.0;5.20;0.68;572.00
3079500;LE RÉVEILLON A SANTENY 1;004;10;Diatomées benthiques;675;Qualité de l'eau - Détermination de l'Indice Biologique Diatomées (IBD) (NF T90-354 Décembre 2007);2019-09-03;16:07:00;;;25910085700038;SYNDICAT MIXTE POUR LA GESTION DES EAUX DU BASSIN VERSANT DE L YERRES (SYAGE);25910085700038;SYNDICAT MIXTE POUR LA GESTION DES EAUX DU BASSIN VERSANT DE L YERRES (SYAGE);34255833500051;AQUASCOP BIOLOGIE;0300000161;Réseau de suivi de la qualité l'Yerres et ses affluents (SyAGE);1;Donnée brute;0;Qualification non definissable;20201120111711-HB-478086;;;;;
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;1124;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche partielle par points;2019-10-10;08:00:00;2019-10-10;08:33:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);41958978300036;HYDROSPHERE;41958978300036;HYDROSPHERE;0600000418/0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25)/Réseau de suivi local des opérations de restauration hydromorphologique sur l'Allaine (90);1;Donnée brute;1;Correcte;Aspe82253eta2_SurfEchMc1250.0_SBVDKmc33101.0_DSrcKm411.0_LarMEauM128.8_PntCEPM0.1_ProfMStaM3.66_AltM32_TAir1C4.5_TAir7C20.4;Echantillonnag.Ichtyofaun;1400.0;128.80;3.66;1250.00
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;1124;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche partielle par points;2016-08-11;14:00:00;2016-08-11;16:10:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);51859358700042;PINGAT ENVIRONNEMENT & MILIEUX AQUATIQUES;51859358700042;PINGAT ENVIRONNEMENT & MILIEUX AQUATIQUES;0600000418/0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25)/Réseau de suivi local des opérations de restauration hydromorphologique sur l'Allaine (90);1;Donnée brute;2;Incorrecte;Aspe5000eta1_2016-08-11_14:00:00_03063000;Echantillonnag.Ichtyofaun;1400.0;142.00;4.50;1250.00
3079622;LE RÉVEILLON A VILLECRESNES 2;003;13;Macroinvertébrés aquatiques;1029;Macroinvertébrés : Prélèvement en cours d'eau peu profond (NF T90-333 Septembre 2016) et Traitement au laboratoire (XP T90-388 Juin 2010);2016-07-21;00:00:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);0300000211;Réseau de gestion des eaux superficielles de la DSAM;1;Donnée brute;0;Qualification non definissable;20180228165842-HB-20485;;84;4.18;;
3079575;LE RÉVEILLON A MAROLLES-EN-BRIE 2;003;13;Macroinvertébrés aquatiques;387;Qualité de l'eau - Détermination de l'indice biologique global normalisé (IBGN) (NF T90-350 Mars 2004);2019-09-03;13:52:00;;;25910085700038;SYNDICAT MIXTE POUR LA GESTION DES EAUX DU BASSIN VERSANT DE L YERRES (SYAGE);25910085700038;SYNDICAT MIXTE POUR LA GESTION DES EAUX DU BASSIN VERSANT DE L YERRES (SYAGE);25910085700038;SYNDICAT MIXTE POUR LA GESTION DES EAUX DU BASSIN VERSANT DE L YERRES (SYAGE);0300000161;Réseau de suivi de la qualité l'Yerres et ses affluents (SyAGE);1;Donnée brute;0;Qualification non definissable;20201120110332-HB-478075;;;;;
3079622;LE RÉVEILLON A VILLECRESNES 2;005;4;Poissons;1130;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche complète à un ou plusieurs passages;2017-07-20;09:45:00;2017-07-20;10:15:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);41958978300036;HYDROSPHERE;41958978300036;HYDROSPHERE;0600000418/0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25)/Réseau de suivi local des opérations de restauration hydromorphologique sur l'Allaine (90);1;Donnée brute;2;Incorrecte;Aspe4868eta1_2017-07-20_09:45:00_03079622;Echantillonnag.Ichtyofaun;110.0;5.30;0.59;583.00
3079622;LE RÉVEILLON A VILLECRESNES 2;005;4;Poissons;1130;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche complète à un ou plusieurs passages;2009-07-07;14:00:00;2009-07-07;15:21:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25);1;Donnée brute;1;Correcte;Aspe2072eta2_SurfEchMc625.00_SBVDKmc88.00_DSrcKm16.00_LarMEauM5.00_PntCEPM2.90_ProfMStaM0.68_AltM59_TAir1C4.1_TAir7C19.8;Echantillonnag.Ichtyofaun;125.0;5.00;0.68;625.00
3079622;LE RÉVEILLON A VILLECRESNES 2;004;10;Diatomées benthiques;1009;Qualité de l'eau - Échantillonnage, traitement et analyse de diatomées benthiques en cours d'eau et canaux (NF T90-354 Avril 2016);2019-07-17;15:50:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);0300000207;Réseau de gestion des eaux superficielles de la DRIF;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;20201028101226-HB-474987;;;3.5;;
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;1130;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche complète à un ou plusieurs passages;1995-09-15;09:30:00;1995-09-15;10:00:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000421;Réseau de suivi local des opérations de restauration hydromorphologique sur deux petits affluents du lac des Rousses (39);1;Donnée brute;4;Non qualifié;Aspe884eta1_1995-09-15_09:30:00_03112480;Echantillonnag.Ichtyofaun;250.0;100.00;2.90;25000.00
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;0;Méthode inconnue;2012-08-08;00:00:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);;;1;Donnée brute;0;Qualification non definissable;20180130180354-HB-7462;;300;70;;
3112430;LA MARNE A MAISONS-ALFORT 2;005;4;Poissons;1197;Poissons - Échantillonnage à l'électricité - Pêche partielle sur berge;1991-10-07;15:50:00;1991-10-07;16:08:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000421;Réseau de suivi local des opérations de restauration hydromorphologique sur deux petits affluents du lac des Rousses (39);1;Donnée brute;4;Non qualifié;Aspe851eta1_1991-10-07_15:50:00_03112430;Echantillonnag.Ichtyofaun;200.0;100.00;0.50;600.00
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;1196;Poissons - Échantillonnage à l'électricité - Pêche par ambiances;1996-09-12;10:30:00;1996-09-12;11:02:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000421;Réseau de suivi local des opérations de restauration hydromorphologique sur deux petits affluents du lac des Rousses (39);1;Donnée brute;4;Non qualifié;Aspe45566eta1_1996-09-12_10:30:00_03112480;Echantillonnag.Ichtyofaun;250.0;75.00;2.90;1162.50
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;726;Macroinvertébrés : Protocole expérimental d'échantillonnage en cours d'eau profond 2009 + Traitement au laboratoire selon XP T90-388 Juin 2010;2021-09-22;08:05:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);0300000207;Réseau de gestion des eaux superficielles de la DRIF;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;20220818095901-HB-524912;;425;69.13;;
3112430;LA MARNE A MAISONS-ALFORT 2;005;4;Poissons;1196;Poissons - Échantillonnage à l'électricité - Pêche par ambiances;2004-07-07;14:00:00;2004-07-07;14:35:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000421;Réseau de suivi local des opérations de restauration hydromorphologique sur deux petits affluents du lac des Rousses (39);1;Donnée brute;1;Correcte;Aspe1434eta2_2004-07-07_14:00:00_03112430;Echantillonnag.Ichtyofaun;250.0;50.00;2.64;1120.00
3112088;LA MARNE A CHAMPIGNY-SUR-MARNE 1;005;4;Poissons;1196;Poissons - Échantillonnage à l'électricité - Pêche par ambiances;1997-05-28;10:30:00;1997-05-28;10:58:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000421;Réseau de suivi local des opérations de restauration hydromorphologique sur deux petits affluents du lac des Rousses (39);1;Donnée brute;4;Non qualifié;Aspe913eta1_1997-05-28_10:30:00_03112088;Echantillonnag.Ichtyofaun;550.0;40.00;3.00;1110.00
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;726;Macroinvertébrés : Protocole expérimental d'échantillonnage en cours d'eau profond 2009 + Traitement au laboratoire selon XP T90-388 Juin 2010;2024-06-17;13:20:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);0300000207;Réseau de gestion des eaux superficielles de la DRIF;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;20250619155228-HB-601182;;405;71.375;;
3112430;LA MARNE A MAISONS-ALFORT 2;005;4;Poissons;1124;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche partielle par points;2007-06-20;14:00:00;2007-06-20;14:47:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000421;Réseau de suivi local des opérations de restauration hydromorphologique sur deux petits affluents du lac des Rousses (39);1;Donnée brute;1;Correcte;Aspe1772eta2_SurfEchMc1250.0_SBVDKmc12824.4_DSrcKm510.0_LarMEauM70.0_PntCEPM0.1_ProfMStaM5.0_AltM33_TAir1C4.8_TAir7C20.8;Echantillonnag.Ichtyofaun;700.0;70.00;5.00;1250.00
3112480;LA MARNE A CHARENTON-LE-PONT 2;004;10;Diatomées benthiques;1009;Qualité de l'eau - Échantillonnage, traitement et analyse de diatomées benthiques en cours d'eau et canaux (NF T90-354 Avril 2016);2024-06-17;15:03:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);0300000207;Réseau de gestion des eaux superficielles de la DRIF;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;20250619164105-HB-601321;;;70;;
3112088;LA MARNE A CHAMPIGNY-SUR-MARNE 1;005;4;Poissons;1124;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche partielle par points;2010-06-30;09:00:00;2010-06-30;09:45:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000421;Réseau de suivi local des opérations de restauration hydromorphologique sur deux petits affluents du lac des Rousses (39);1;Donnée brute;1;Correcte;Aspe2122eta2_SurfEchMc1250.0_SBVDKmc12731.7_DSrcKm500.0_LarMEauM60.0_PntCEPM0.1_ProfMStaM2.83_AltM33_TAir1C4.5_TAir7C20.2;Echantillonnag.Ichtyofaun;600.0;60.00;2.83;1250.00
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;1196;Poissons - Échantillonnage à l'électricité - Pêche par ambiances;2001-06-21;14:00:00;2001-06-21;14:28:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25);1;Donnée brute;4;Non qualifié;Aspe966eta1_2001-06-21_14:00:00_03112480;Echantillonnag.Ichtyofaun;250.0;75.00;3.00;1235.00
